,city,state,city_size,mode,n,percent,moe,state_abb,state_region
2180,Fort Myers,Florida,Small,Walk,448,1.9,0.8,FL,South
2181,Fort Pierce,Florida,Small,Walk,227,1.5,1.0,FL,South
2182,Fort Smith,Arkansas,Small,Walk,453,1.2,0.4,AR,South
2183,Fort Walton Beach,Florida,Small,Walk,179,1.8,0.9,FL,South
2184,Foster City,California,Small,Walk,228,1.5,0.7,CA,West
2185,Fountain,Colorado,Small,Walk,60,0.5,0.5,CO,West
2186,Fountain Hills,Arizona,Small,Walk,34,0.3,0.3,AZ,West
2187,Fountain Valley,California,Small,Walk,240,0.9,0.5,CA,West
2188,Frankfort,Kentucky,Small,Walk,500,4.1,1.1,KY,South
2189,Franklin,Indiana,Small,Walk,383,3.6,1.1,IN,North Central
2190,Franklin,Tennessee,Small,Walk,142,0.4,0.3,TN,South
2191,Franklin,Wisconsin,Small,Walk,88,0.5,0.4,WI,North Central
2192,Franklin Town,Massachusetts,Small,Walk,279,1.7,0.6,MA,Northeast
2193,Frederick,Maryland,Small,Walk,1406,4.1,0.8,MD,South
2194,Fredericksburg,Virginia,Small,Walk,729,6.3,2.5,VA,South
2195,Freeport,Illinois,Small,Walk,384,3.6,1.3,IL,North Central
2196,Freeport,New York,Small,Walk,981,4.7,1.1,NY,Northeast
2197,Fremont,Nebraska,Small,Walk,448,3.4,0.9,NE,North Central
2198,Fridley,Minnesota,Small,Walk,207,1.5,0.7,MN,North Central
2199,Friendswood,Texas,Small,Walk,100,0.6,0.5,TX,South
2200,Gadsden,Alabama,Small,Walk,191,1.6,1.1,AL,South
2201,Gahanna,Ohio,Small,Walk,149,0.8,0.4,OH,North Central
2202,Gainesville,Georgia,Small,Walk,485,3.3,1.0,GA,South
2203,Gaithersburg,Maryland,Small,Walk,725,2.2,0.7,MD,South
2204,Galesburg,Illinois,Small,Walk,718,5.8,1.1,IL,North Central
2205,Gallatin,Tennessee,Small,Walk,104,0.8,0.7,TN,South
2206,Gallup,New Mexico,Small,Walk,407,4.9,1.9,NM,West
2207,Galt,California,Small,Walk,104,1.1,0.9,CA,West
2208,Galveston,Texas,Small,Walk,1350,6.2,1.3,TX,South
2209,Garden City,Kansas,Small,Walk,427,3.2,2.0,KS,North Central
2210,Garden City,Michigan,Small,Walk,72,0.6,0.4,MI,North Central
2211,Garden City,New York,Small,Walk,295,3.1,1.0,NY,Northeast
2212,Gardena,California,Small,Walk,638,2.5,1.0,CA,West
2213,Gardner,Kansas,Small,Walk,48,0.5,0.4,KS,North Central
2214,Gardner,Massachusetts,Small,Walk,360,4.1,1.9,MA,Northeast
2215,Garfield,New Jersey,Small,Walk,445,3.0,1.0,NJ,Northeast
2216,Garfield Heights,Ohio,Small,Walk,325,2.5,0.9,OH,North Central
2217,Garner,North Carolina,Small,Walk,166,1.2,0.9,NC,South
2218,Gary,Indiana,Small,Walk,897,3.6,0.9,IN,North Central
2219,Gastonia,North Carolina,Small,Walk,199,0.7,0.3,NC,South
2220,Geneva,Illinois,Small,Walk,167,1.6,0.9,IL,North Central
2221,Georgetown,Kentucky,Small,Walk,345,2.5,0.8,KY,South
2222,Georgetown,Texas,Small,Walk,501,2.7,1.1,TX,South
2223,Germantown,Tennessee,Small,Walk,124,0.7,0.4,TN,South
2224,Gillette,Wyoming,Small,Walk,249,1.6,0.9,WY,West
2225,Gilroy,California,Small,Walk,341,1.6,0.7,CA,West
2226,Gladstone,Missouri,Small,Walk,123,1.0,0.6,MO,North Central
2227,Glen Cove,New York,Small,Walk,614,5.0,1.9,NY,Northeast
2228,Glen Ellyn,Illinois,Small,Walk,382,3.1,1.0,IL,North Central
2229,Glendale Heights,Illinois,Small,Walk,217,1.3,0.8,IL,North Central
2230,Glendora,California,Small,Walk,320,1.4,0.7,CA,West
2231,Glenview,Illinois,Small,Walk,268,1.3,0.5,IL,North Central
2232,Gloucester,Massachusetts,Small,Walk,745,5.3,1.2,MA,Northeast
2233,Golden Valley,Minnesota,Small,Walk,90,0.8,0.5,MN,North Central
2234,Goldsboro,North Carolina,Small,Walk,314,2.2,0.7,NC,South
2235,Goleta,California,Small,Walk,559,3.6,1.1,CA,West
2236,Goodyear,Arizona,Small,Walk,104,0.4,0.3,AZ,West
2237,Goose Creek,South Carolina,Small,Walk,2167,11.5,2.6,SC,South
2238,Goshen,Indiana,Small,Walk,597,4.5,1.3,IN,North Central
2239,Grand Forks,North Dakota,Small,Walk,1222,4.1,0.7,ND,North Central
2240,Grand Island,Nebraska,Small,Walk,152,0.6,0.3,NE,North Central
2241,Grand Junction,Colorado,Small,Walk,934,3.4,0.9,CO,West
2242,Grandview,Missouri,Small,Walk,141,1.2,0.7,MO,North Central
2243,Granite City,Illinois,Small,Walk,85,0.7,0.5,IL,North Central
2244,Grants Pass,Oregon,Small,Walk,318,2.5,1.1,OR,West
2245,Grapevine,Texas,Small,Walk,159,0.6,0.5,TX,South
2246,Grayslake,Illinois,Small,Walk,111,1.0,0.5,IL,North Central
2247,Great Falls,Montana,Small,Walk,708,2.5,0.6,MT,West
2248,Greeley,Colorado,Small,Walk,1404,3.4,0.7,CO,West
2249,Green,Ohio,Small,Walk,75,0.6,0.5,OH,North Central
2250,Greenacres,Florida,Small,Walk,191,1.1,0.5,FL,South
2251,Greenbelt,Maryland,Small,Walk,498,3.7,1.5,MD,South
2252,Greenfield,Indiana,Small,Walk,156,1.7,1.1,IN,North Central
2253,Greenfield,Wisconsin,Small,Walk,161,0.9,0.5,WI,North Central
2254,Greenville,Mississippi,Small,Walk,343,3.0,1.2,MS,South
2255,Greenville,North Carolina,Small,Walk,1275,3.1,0.8,NC,South
2256,Greenville,South Carolina,Small,Walk,1772,6.2,1.3,SC,South
2257,Greenville,Texas,Small,Walk,166,1.7,1.1,TX,South
2258,Greenwood,Indiana,Small,Walk,137,0.5,0.3,IN,North Central
2259,Greenwood,South Carolina,Small,Walk,187,2.3,1.4,SC,South
2260,Greer,South Carolina,Small,Walk,276,2.3,1.7,SC,South
2261,Griffin,Georgia,Small,Walk,196,2.4,1.4,GA,South
2262,Grove City,Ohio,Small,Walk,165,0.9,0.6,OH,North Central
2263,Gulfport,Mississippi,Small,Walk,1240,4.1,1.0,MS,South
2264,Gurnee,Illinois,Small,Walk,61,0.4,0.2,IL,North Central
2265,Hackensack,New Jersey,Small,Walk,1696,7.3,1.4,NJ,Northeast
2266,Hagerstown,Maryland,Small,Walk,676,3.9,1.2,MD,South
2267,Haines City,Florida,Small,Walk,72,0.9,0.8,FL,South
2268,Hallandale Beach,Florida,Small,Walk,412,2.6,1.2,FL,South
2269,Haltom City,Texas,Small,Walk,243,1.2,0.6,TX,South
2270,Hamilton,Ohio,Small,Walk,700,2.7,0.7,OH,North Central
2271,Hammond,Indiana,Small,Walk,757,2.4,0.5,IN,North Central
2272,Hammond,Louisiana,Small,Walk,340,4.0,1.3,LA,South
2273,Hamtramck,Michigan,Small,Walk,108,1.7,0.9,MI,North Central
2274,Hanford,California,Small,Walk,427,2.0,0.7,CA,West
2275,Hanover Park,Illinois,Small,Walk,198,1.1,0.7,IL,North Central
2276,Harker Heights,Texas,Small,Walk,192,1.6,0.8,TX,South
2277,Harlingen,Texas,Small,Walk,338,1.6,0.7,TX,South
2278,Harrisburg,Pennsylvania,Small,Walk,1652,8.3,1.5,PA,Northeast
2279,Harrison,New York,Small,Walk,890,7.4,1.8,NY,Northeast
2280,Harrisonburg,Virginia,Small,Walk,1467,7.2,1.2,VA,South
2281,Harvey,Illinois,Small,Walk,259,3.6,1.5,IL,North Central
2282,Hastings,Minnesota,Small,Walk,157,1.4,0.7,MN,North Central
2283,Hastings,Nebraska,Small,Walk,466,3.7,1.1,NE,North Central
2284,Hattiesburg,Mississippi,Small,Walk,940,4.6,1.0,MS,South
2285,Havelock,North Carolina,Small,Walk,655,6.2,2.0,NC,South
2286,Haverhill,Massachusetts,Small,Walk,852,2.8,0.9,MA,Northeast
2287,Hawthorne,California,Small,Walk,580,1.5,0.4,CA,West
2288,Hays,Kansas,Small,Walk,416,3.4,1.1,KS,North Central
2289,Hazelwood,Missouri,Small,Walk,117,0.9,0.6,MO,North Central
2290,Hazleton,Pennsylvania,Small,Walk,476,4.8,1.7,PA,Northeast
2291,Helena,Montana,Small,Walk,1114,7.5,1.6,MT,West
2292,Hemet,California,Small,Walk,363,1.5,0.6,CA,West
2293,Hempstead,New York,Small,Walk,1245,5.0,1.4,NY,Northeast
2294,Henderson,Kentucky,Small,Walk,168,1.4,0.6,KY,South
2295,Hendersonville,Tennessee,Small,Walk,222,0.9,0.6,TN,South
2296,Hercules,California,Small,Walk,46,0.4,0.4,CA,West
2297,Herndon,Virginia,Small,Walk,253,1.8,0.8,VA,South
2298,Herriman,Utah,Small,Walk,101,1.1,0.9,UT,West
2299,Hesperia,California,Small,Walk,246,0.9,0.5,CA,West
2300,Hialeah Gardens,Florida,Small,Walk,48,0.5,0.5,FL,South
2301,Hickory,North Carolina,Small,Walk,215,1.2,0.6,NC,South
2302,Highland,California,Small,Walk,154,0.8,0.4,CA,West
2303,Highland Park,Illinois,Small,Walk,250,1.8,0.9,IL,North Central
2304,Highland,Indiana,Small,Walk,98,0.8,0.6,IN,North Central
2305,Hilliard,Ohio,Small,Walk,120,0.8,0.4,OH,North Central
2306,Hillsboro,Oregon,Small,Walk,1394,3.2,0.7,OR,West
2307,Hilton Head Island,South Carolina,Small,Walk,360,2.2,0.8,SC,South
2308,Hinesville,Georgia,Small,Walk,104,0.7,0.5,GA,South
2309,Hobart,Indiana,Small,Walk,108,0.8,0.8,IN,North Central
2310,Hobbs,New Mexico,Small,Walk,249,1.8,0.8,NM,West
2311,Hoboken,New Jersey,Small,Walk,3081,9.5,1.1,NJ,Northeast
2312,Hoffman Estates,Illinois,Small,Walk,208,0.8,0.3,IL,North Central
2313,Holladay,Utah,Small,Walk,259,2.1,1.2,UT,West
2314,Holland,Michigan,Small,Walk,1034,7.1,1.3,MI,North Central
2315,Hollister,California,Small,Walk,261,1.7,0.7,CA,West
2316,Holly Springs,North Carolina,Small,Walk,23,0.2,0.2,NC,South
2317,Holyoke,Massachusetts,Small,Walk,706,4.7,1.4,MA,Northeast
2318,Homer Glen,Illinois,Small,Walk,49,0.4,0.3,IL,North Central
2319,Homestead,Florida,Small,Walk,197,0.8,0.5,FL,South
2320,Homewood,Alabama,Small,Walk,362,2.9,1.0,AL,South
2321,Hoover,Alabama,Small,Walk,369,0.9,0.5,AL,South
2322,Hopewell,Virginia,Small,Walk,88,1.1,0.6,VA,South
2323,Hopkinsville,Kentucky,Small,Walk,153,1.3,0.6,KY,South
2324,Horn Lake,Mississippi,Small,Walk,47,0.4,0.6,MS,South
2325,Hot Springs,Arkansas,Small,Walk,365,2.6,0.9,AR,South
2326,Houma,Louisiana,Small,Walk,228,1.6,0.8,LA,South
2327,Huber Heights,Ohio,Small,Walk,139,0.8,0.5,OH,North Central
2328,Hudson,Ohio,Small,Walk,143,1.4,0.6,OH,North Central
2329,Huntersville,North Carolina,Small,Walk,177,0.7,0.4,NC,South
2330,Huntington,West Virginia,Small,Walk,1379,6.8,1.2,WV,South
2331,Huntington Park,California,Small,Walk,1370,5.7,1.0,CA,West
2332,Huntley,Illinois,Small,Walk,0,0.0,0.3,IL,North Central
2333,Huntsville,Texas,Small,Walk,684,6.2,2.3,TX,South
2334,Hurst,Texas,Small,Walk,166,0.9,0.5,TX,South
2335,Hutchinson,Kansas,Small,Walk,238,1.3,0.6,KS,North Central
2336,Idaho Falls,Idaho,Small,Walk,558,2.2,0.6,ID,West
2337,Imperial Beach,California,Small,Walk,227,2.0,1.0,CA,West
2338,Independence,Kentucky,Small,Walk,31,0.3,0.4,KY,South
2339,Indian Trail,North Carolina,Small,Walk,27,0.2,0.2,NC,South
2340,Indio,California,Small,Walk,431,1.5,0.6,CA,West
2341,Inkster,Michigan,Small,Walk,52,0.7,0.5,MI,North Central
2342,Inver Grove Heights,Minnesota,Small,Walk,269,1.5,0.7,MN,North Central
2343,Iowa City,Iowa,Small,Walk,5819,15.5,1.6,IA,North Central
2344,Issaquah,Washington,Small,Walk,319,2.0,0.9,WA,West
2345,Ithaca,New York,Small,Walk,5575,42.4,3.8,NY,Northeast
2346,Jackson,Michigan,Small,Walk,435,3.7,1.1,MI,North Central
2347,Jackson,Tennessee,Small,Walk,376,1.4,0.5,TN,South
2348,Jacksonville Beach,Florida,Small,Walk,181,1.5,0.8,FL,South
2349,Jacksonville,Arkansas,Small,Walk,297,2.3,0.9,AR,South
2350,Jacksonville,North Carolina,Small,Walk,3818,10.0,1.3,NC,South
2351,Jamestown,New York,Small,Walk,938,7.4,2.0,NY,Northeast
2352,Janesville,Wisconsin,Small,Walk,492,1.7,0.5,WI,North Central
2353,Jefferson City,Missouri,Small,Walk,353,1.8,0.7,MO,North Central
2354,Jeffersontown,Kentucky,Small,Walk,77,0.6,0.5,KY,South
2355,Jeffersonville,Indiana,Small,Walk,406,1.9,0.7,IN,North Central
2356,Johns Creek,Georgia,Small,Walk,445,1.2,0.6,GA,South
2357,Johnson City,Tennessee,Small,Walk,575,2.1,0.6,TN,South
2358,Johnstown,Pennsylvania,Small,Walk,468,6.4,1.6,PA,Northeast
2359,Jonesboro,Arkansas,Small,Walk,467,1.6,0.6,AR,South
2360,Joplin,Missouri,Small,Walk,622,2.6,0.7,MO,North Central
2361,Junction City,Kansas,Small,Walk,244,2.1,1.2,KS,North Central
2362,Juneau and,Alaska,Small,Walk,1369,8.1,1.3,AK,West
2363,Jupiter,Florida,Small,Walk,259,1.0,0.6,FL,South
2364,Jurupa Valley,California,Small,Walk,585,1.5,0.5,CA,West
2365,Kalamazoo,Michigan,Small,Walk,2477,7.6,1.2,MI,North Central
2366,Kalispell,Montana,Small,Walk,240,2.7,1.2,MT,West
2367,Kankakee,Illinois,Small,Walk,262,2.6,0.9,IL,North Central
2368,Kannapolis,North Carolina,Small,Walk,400,2.3,1.0,NC,South
2369,Kaysville,Utah,Small,Walk,198,1.7,0.8,UT,West
2370,Kearney,Nebraska,Small,Walk,678,3.9,1.1,NE,North Central
2371,Kearny,New Jersey,Small,Walk,1028,5.4,1.2,NJ,Northeast
2372,Keene,New Hampshire,Small,Walk,1305,11.6,2.3,NH,Northeast
2373,Keizer,Oregon,Small,Walk,207,1.3,0.7,OR,West
2374,Keller,Texas,Small,Walk,117,0.6,0.4,TX,South
2375,Kenmore,Washington,Small,Walk,104,1.0,0.9,WA,West
2376,Kenner,Louisiana,Small,Walk,459,1.4,0.4,LA,South
2377,Kennesaw,Georgia,Small,Walk,208,1.4,1.4,GA,South
2378,Kennewick,Washington,Small,Walk,659,2.0,0.7,WA,West
2379,Kent,Ohio,Small,Walk,1626,11.3,1.9,OH,North Central
2380,Kentwood,Michigan,Small,Walk,206,0.8,0.4,MI,North Central
2381,Kernersville,North Carolina,Small,Walk,139,1.2,0.7,NC,South
2382,Kerrville,Texas,Small,Walk,211,2.5,1.1,TX,South
2383,Kettering,Ohio,Small,Walk,461,1.7,0.6,OH,North Central
2384,Key West,Florida,Small,Walk,957,6.8,2.2,FL,South
2385,Kingman,Arizona,Small,Walk,336,3.1,1.5,AZ,West
2386,Kingsport,Tennessee,Small,Walk,234,1.1,0.4,TN,South
2387,Kingston,New York,Small,Walk,632,6.0,1.7,NY,Northeast
2388,Kingsville,Texas,Small,Walk,427,4.0,1.6,TX,South
2389,Kinston,North Carolina,Small,Walk,171,2.3,1.3,NC,South
2390,Kirkland,Washington,Small,Walk,408,1.5,0.5,WA,West
2391,Kirkwood,Missouri,Small,Walk,212,1.5,0.8,MO,North Central
2392,Kiryas Joel,New York,Small,Walk,1166,31.6,4.2,NY,Northeast
2393,Kissimmee,Florida,Small,Walk,380,1.4,0.7,FL,South
2394,Klamath Falls,Oregon,Small,Walk,672,7.5,2.2,OR,West
2395,Kokomo,Indiana,Small,Walk,554,2.6,0.9,IN,North Central
2396,Kyle,Texas,Small,Walk,84,0.6,0.5,TX,South
2397,La Cañada Flintridge,California,Small,Walk,88,1.0,0.5,CA,West
2398,La Crosse,Wisconsin,Small,Walk,2210,8.1,1.3,WI,North Central
2399,La Habra,California,Small,Walk,554,2.0,0.6,CA,West
2400,La Mesa,California,Small,Walk,570,2.0,0.8,CA,West
2401,La Mirada,California,Small,Walk,691,3.2,1.0,CA,West
2402,La Porte,Indiana,Small,Walk,192,2.0,0.9,IN,North Central
2403,La Porte,Texas,Small,Walk,21,0.1,0.1,TX,South
2404,La Puente,California,Small,Walk,212,1.3,0.4,CA,West
2405,La Quinta,California,Small,Walk,108,0.7,0.5,CA,West
2406,La Vergne,Tennessee,Small,Walk,53,0.3,0.3,TN,South
2407,La Verne,California,Small,Walk,308,2.2,0.8,CA,West
2408,Lacey,Washington,Small,Walk,264,1.5,0.7,WA,West
2409,Lafayette,California,Small,Walk,137,1.3,0.7,CA,West
2410,Lafayette,Colorado,Small,Walk,324,2.4,1.0,CO,West
2411,Lafayette,Indiana,Small,Walk,623,1.9,0.4,IN,North Central
2412,LaGrange,Georgia,Small,Walk,384,3.5,1.6,GA,South
2413,Laguna Beach,California,Small,Walk,311,2.6,1.0,CA,West
2414,Laguna Hills,California,Small,Walk,148,1.0,0.8,CA,West
2415,Laguna Niguel,California,Small,Walk,264,0.8,0.4,CA,West
2416,Lake Charles,Louisiana,Small,Walk,840,2.7,0.7,LA,South
2417,Lake Elsinore,California,Small,Walk,335,1.6,0.9,CA,West
2418,Lake Forest,California,Small,Walk,548,1.3,0.6,CA,West
2419,Lake Havasu City,Arizona,Small,Walk,242,1.2,0.7,AZ,West
2420,Lake in the Hills,Illinois,Small,Walk,49,0.3,0.3,IL,North Central
2421,Lake Jackson,Texas,Small,Walk,186,1.5,1.0,TX,South
2422,Lake Oswego,Oregon,Small,Walk,358,2.0,0.8,OR,West
2423,Lake Stevens,Washington,Small,Walk,106,0.8,0.5,WA,West
2424,Lake Worth,Florida,Small,Walk,603,3.6,1.2,FL,South
2425,Lakeland,Florida,Small,Walk,848,2.2,0.6,FL,South
2426,Lakeville,Minnesota,Small,Walk,161,0.5,0.3,MN,North Central
2427,Lakewood,California,Small,Walk,569,1.5,0.5,CA,West
2428,Lakewood,Ohio,Small,Walk,777,2.7,0.6,OH,North Central
2429,Lakewood,Washington,Small,Walk,865,3.5,1.2,WA,West
2430,Lancaster,Ohio,Small,Walk,520,3.2,1.0,OH,North Central
2431,Lancaster,Pennsylvania,Small,Walk,2639,10.9,1.5,PA,Northeast
2432,Lancaster,Texas,Small,Walk,73,0.5,0.6,TX,South
2433,Lansing,Illinois,Small,Walk,109,0.8,0.4,IL,North Central
2434,Laramie,Wyoming,Small,Walk,1475,9.2,1.6,WY,West
2435,Largo,Florida,Small,Walk,576,1.8,0.7,FL,South
2436,Lauderdale Lakes,Florida,Small,Walk,76,0.5,0.5,FL,South
2437,Lauderhill,Florida,Small,Walk,481,1.6,1.0,FL,South
2438,Laurel,Maryland,Small,Walk,506,3.6,1.2,MD,South
2439,Lawndale,California,Small,Walk,297,2.1,0.9,CA,West
2440,Lawrence,Indiana,Small,Walk,304,1.4,0.7,IN,North Central
2441,Lawrence,Kansas,Small,Walk,3051,6.4,1.0,KS,North Central
2442,Lawrence,Massachusetts,Small,Walk,1244,4.1,0.8,MA,Northeast
2443,Lawrenceville,Georgia,Small,Walk,180,1.5,1.1,GA,South
2444,Lawton,Oklahoma,Small,Walk,2401,5.3,0.8,OK,South
2445,Layton,Utah,Small,Walk,494,1.6,0.6,UT,West
2446,League City,Texas,Small,Walk,208,0.5,0.3,TX,South
2447,Leander,Texas,Small,Walk,61,0.5,0.4,TX,South
2448,Leavenworth,Kansas,Small,Walk,659,4.6,1.2,KS,North Central
2449,Leawood,Kansas,Small,Walk,74,0.5,0.4,KS,North Central
2450,Lebanon,Ohio,Small,Walk,219,2.3,1.3,OH,North Central
2451,Lebanon,Pennsylvania,Small,Walk,671,6.4,1.7,PA,Northeast
2452,Lebanon,Tennessee,Small,Walk,139,1.3,0.8,TN,South
2453,Lee's Summit,Missouri,Small,Walk,242,0.5,0.3,MO,North Central
2454,Leesburg,Florida,Small,Walk,157,2.1,1.7,FL,South
2455,Leesburg,Virginia,Small,Walk,584,2.6,1.2,VA,South
2456,Lehi,Utah,Small,Walk,160,0.9,0.4,UT,West
2457,Lemon Grove,California,Small,Walk,177,1.7,1.6,CA,West
2458,Lemoore,California,Small,Walk,172,1.6,1.0,CA,West
2459,Lenexa,Kansas,Small,Walk,231,0.9,0.4,KS,North Central
2460,Leominster,Massachusetts,Small,Walk,439,2.2,0.7,MA,Northeast
2461,Lewiston,Idaho,Small,Walk,433,2.8,0.9,ID,West
2462,Lewiston,Maine,Small,Walk,1362,8.5,1.7,ME,Northeast
2463,Lewisville,Texas,Small,Walk,467,0.9,0.4,TX,South
2464,Liberal,Kansas,Small,Walk,251,2.7,1.4,KS,North Central
2465,Liberty,Missouri,Small,Walk,330,2.4,1.0,MO,North Central
2466,Libertyville,Illinois,Small,Walk,200,2.0,1.0,IL,North Central
2467,Lima,Ohio,Small,Walk,451,3.3,1.3,OH,North Central
2468,Lincoln,California,Small,Walk,132,0.9,0.6,CA,West
2469,Lincoln Park,Michigan,Small,Walk,116,0.8,0.5,MI,North Central
2470,Linden,New Jersey,Small,Walk,494,2.5,0.8,NJ,Northeast
2471,Lindenhurst,New York,Small,Walk,307,2.2,1.1,NY,Northeast
2472,Lino Lakes,Minnesota,Small,Walk,45,0.4,0.5,MN,North Central
2473,Lisle,Illinois,Small,Walk,333,2.8,1.0,IL,North Central
2474,Little Elm,Texas,Small,Walk,58,0.5,0.5,TX,South
2475,Littleton,Colorado,Small,Walk,492,2.4,0.8,CO,West
2476,Livermore,California,Small,Walk,583,1.4,0.5,CA,West
2477,Livonia,Michigan,Small,Walk,233,0.5,0.2,MI,North Central
2478,Lockport,Illinois,Small,Walk,44,0.4,0.4,IL,North Central
2479,Lockport,New York,Small,Walk,450,4.8,1.4,NY,Northeast
2480,Lodi,New Jersey,Small,Walk,308,2.7,1.3,NJ,Northeast
2481,Lodi,California,Small,Walk,522,2.2,0.6,CA,West
2482,Logan,Utah,Small,Walk,1856,7.7,1.4,UT,West
2483,Loma Linda,California,Small,Walk,467,4.6,1.5,CA,West
2484,Lombard,Illinois,Small,Walk,424,1.9,0.7,IL,North Central
2485,Lomita,California,Small,Walk,127,1.3,0.9,CA,West
2486,Lompoc,California,Small,Walk,696,4.3,1.3,CA,West
2487,Long Beach,New York,Small,Walk,1186,6.5,1.4,NY,Northeast
2488,Long Branch,New Jersey,Small,Walk,699,4.5,1.7,NJ,Northeast
2489,Longmont,Colorado,Small,Walk,895,2.1,0.5,CO,West
2490,Longview,Texas,Small,Walk,202,0.6,0.2,TX,South
2491,Longview,Washington,Small,Walk,241,1.8,0.7,WA,West
2492,Lorain,Ohio,Small,Walk,318,1.3,0.5,OH,North Central
2493,Los Altos,California,Small,Walk,194,1.6,0.6,CA,West
2494,Los Banos,California,Small,Walk,115,0.9,0.5,CA,West
2495,Los Gatos,California,Small,Walk,254,2.0,0.8,CA,West
2496,Loveland,Colorado,Small,Walk,414,1.3,0.4,CO,West
2497,Loves Park,Illinois,Small,Walk,98,0.9,0.6,IL,North Central
2498,Lufkin,Texas,Small,Walk,258,1.8,1.1,TX,South
2499,Lumberton,North Carolina,Small,Walk,106,1.4,0.9,NC,South
2500,Lynchburg,Virginia,Small,Walk,1526,4.7,0.8,VA,South
2501,Lynn,Massachusetts,Small,Walk,1892,4.7,0.9,MA,Northeast
2502,Lynnwood,Washington,Small,Walk,688,3.9,1.0,WA,West
2503,Lynwood,California,Small,Walk,854,3.4,0.8,CA,West
2504,Machesney Park,Illinois,Small,Walk,52,0.5,0.4,IL,North Central
2505,Macon,Georgia,Small,Walk,936,3.0,0.7,GA,South
2506,Madera,California,Small,Walk,491,2.9,1.3,CA,West
2507,Madison,Alabama,Small,Walk,36,0.2,0.2,AL,South
2508,Madison,Mississippi,Small,Walk,32,0.3,0.4,MS,South
2509,Madison Heights,Michigan,Small,Walk,173,1.3,0.7,MI,North Central
2510,Malden,Massachusetts,Small,Walk,748,2.5,0.8,MA,Northeast
2511,Manassas,Virginia,Small,Walk,471,2.5,1.1,VA,South
2512,Manhattan Beach,California,Small,Walk,470,2.7,0.9,CA,West
2513,Manhattan,Kansas,Small,Walk,3410,11.8,1.8,KS,North Central
2514,Manitowoc,Wisconsin,Small,Walk,658,4.1,0.9,WI,North Central
2515,Mankato,Minnesota,Small,Walk,1121,5.0,1.0,MN,North Central
2516,Mansfield,Ohio,Small,Walk,378,2.2,0.7,OH,North Central
2517,Mansfield,Texas,Small,Walk,202,0.7,0.4,TX,South
2518,Manteca,California,Small,Walk,352,1.2,0.5,CA,West
2519,Maple Grove,Minnesota,Small,Walk,183,0.5,0.3,MN,North Central
2520,Maple Heights,Ohio,Small,Walk,158,1.6,0.8,OH,North Central
2521,Maple Valley,Washington,Small,Walk,36,0.3,0.3,WA,West
2522,Maplewood,Minnesota,Small,Walk,195,1.1,0.6,MN,North Central
2523,Marana,Arizona,Small,Walk,138,0.9,0.8,AZ,West
2524,Margate,Florida,Small,Walk,331,1.3,1.1,FL,South
2525,Maricopa,Arizona,Small,Walk,31,0.2,0.3,AZ,West
2526,Marietta,Georgia,Small,Walk,814,2.7,1.2,GA,South
2527,Marina,California,Small,Walk,215,2.3,1.5,CA,West
2528,Marion,Indiana,Small,Walk,632,5.6,1.6,IN,North Central
2529,Marion,Iowa,Small,Walk,219,1.2,0.5,IA,North Central
2530,Marion,Ohio,Small,Walk,196,1.5,0.6,OH,North Central
2531,Marlborough,Massachusetts,Small,Walk,441,2.0,0.7,MA,Northeast
2532,Marquette,Michigan,Small,Walk,1389,13.9,2.3,MI,North Central
2533,Marshall,Texas,Small,Walk,335,3.4,1.5,TX,South
2534,Marshalltown,Iowa,Small,Walk,457,3.7,1.3,IA,North Central
2535,Martinez,California,Small,Walk,297,1.7,0.9,CA,West
2536,Maryland Heights,Missouri,Small,Walk,251,1.7,1.0,MO,North Central
2537,Marysville,Ohio,Small,Walk,110,1.2,0.9,OH,North Central
2538,Marysville,Washington,Small,Walk,512,1.8,0.6,WA,West
2539,Maryville,Tennessee,Small,Walk,148,1.2,0.6,TN,South
2540,Mason City,Iowa,Small,Walk,570,4.0,1.3,IA,North Central
2541,Mason,Ohio,Small,Walk,62,0.4,0.3,OH,North Central
2542,Massillon,Ohio,Small,Walk,278,2.0,1.1,OH,North Central
2543,Matthews,North Carolina,Small,Walk,146,1.1,0.6,NC,South
2544,Mauldin,South Carolina,Small,Walk,74,0.7,0.6,SC,South
2545,Maywood,California,Small,Walk,669,6.2,2.0,CA,West
2546,Maywood,Illinois,Small,Walk,165,1.8,0.9,IL,North Central
2547,McDonough,Georgia,Small,Walk,168,1.9,1.2,GA,South
2548,McHenry,Illinois,Small,Walk,219,1.7,0.9,IL,North Central
2549,McMinnville,Oregon,Small,Walk,1139,8.3,1.8,OR,West
2550,Medford,Massachusetts,Small,Walk,1710,5.5,1.2,MA,Northeast
2551,Medford,Oregon,Small,Walk,1055,3.3,0.8,OR,West
2552,Medina,Ohio,Small,Walk,225,1.8,0.7,OH,North Central
2553,Melbourne,Florida,Small,Walk,655,2.1,0.9,FL,South
2554,Melrose,Massachusetts,Small,Walk,307,2.1,1.2,MA,Northeast
2555,Melrose Park,Illinois,Small,Walk,382,3.5,1.3,IL,North Central
2556,Menifee,California,Small,Walk,260,0.9,0.4,CA,West
2557,Menlo Park,California,Small,Walk,353,2.2,0.7,CA,West
2558,Menomonee Falls,Wisconsin,Small,Walk,206,1.1,0.5,WI,North Central
2559,Mentor,Ohio,Small,Walk,237,1.0,0.4,OH,North Central
